Topic (Required),Topic Description (Optional),"Topic Type (Optional: 0=vocab,1=grammar,2=phrases,3=script,4=misc)",Native Text (Required),Native Context Line (Optional),Translation Text (Required),Translation Context Line (Optional),Translation Hint (Optional),Pronunciation Override (Optional)
vocab,,0,影子,,shadow,,,yǐng zi
vocab,,0,硬币,,coin,,,yìng bì
vocab,,0,硬件,,hardware,,,yìng jiàn
vocab,,0,应付,,to deal with,,,yìng fu
vocab,,0,应聘,,to accept a job offer,,,yìng pìn
vocab,,0,应用,,to use,,,yìng yòng
vocab,,0,拥抱,,to embrace,,,yōng bào
vocab,,0,拥挤,,crowded,,,yōng jǐ
vocab,,0,勇气,,courage,,,yǒng qì
vocab,,0,用途,,use,,,yòng tú
vocab,,0,优惠,,preferential,,,yōu huì
vocab,,0,优美,,graceful,,,yōu měi
vocab,,0,优势,,superiority,,,yōu shì
vocab,,0,悠久,,established,,,yōu jiǔ
vocab,,0,邮局,,post office,,,yóu jú
vocab,,0,游览,,to go sight-seeing,,,yóu lǎn
vocab,,0,油炸,,to deep fry,,,yóu zhá
vocab,,0,犹豫,,to hesitate,,,yóu yù
vocab,,0,有利,,advantageous,,,yǒu lì
vocab,,0,幼儿园,,kindergarten,,,yòu ér yuán
vocab,,0,娱乐,,to entertain,,,yú lè
vocab,,0,与其,,rather than...,,,yǔ qí
vocab,,0,语气,,tone,,,yǔ qì
vocab,,0,宇宙,,universe,,,yǔ zhòu
vocab,,0,预报,,forecast,,,yù bào
vocab,,0,预订,,to place an order,,,yù dìng
vocab,,0,预防,,to prevent,,,yù fáng
vocab,,0,玉米,,corn,,,yù mǐ
vocab,,0,元旦,,New Year's Day,,,yuán dàn
vocab,,0,原料,,raw material,,,yuán liào
vocab,,0,原则,,principle,,,yuán zé
vocab,,0,缘故,,reason,,,yuán gù
vocab,,0,愿望,,desire,,,yuàn wàng
vocab,,0,晕,,confused,,,yūn
vocab,,0,运气,,luck (good or bad),,,yùn qi
vocab,,0,运输,,transport,,,yùn shū
vocab,,0,运用,,to use,,,yùn yòng
vocab,,0,灾害,,disastrous damage,,,zāi hài
vocab,,0,再三,,over and over again,,,zài sān
vocab,,0,赞成,,to approve,,,zàn chéng
vocab,,0,赞美,,to admire,,,zàn měi
vocab,,0,糟糕,,too bad,,,zāo gāo
vocab,,0,造成,,to bring about,,,zào chéng
vocab,,0,则,,conjunction used to express contrast,,,zé
vocab,,0,责备,,to blame,,,zé bèi
vocab,,0,摘,,to take,,,zhāi
vocab,,0,粘贴,,to stick,,,zhān tiē
vocab,,0,展开,,to unfold,,,zhǎn kāi
vocab,,0,展览,,to put on display,,,zhǎn lǎn
vocab,,0,战争,,war,,,zhàn zhēng
vocab,,0,占线,,busy (telephone line),,,zhàn xiàn
vocab,,0,涨,,to rise (of prices,,,zhǎng
vocab,,0,掌握,,to grasp (often fig.),,,zhǎng wò
vocab,,0,账户,,bank account,,,zhàng hù
vocab,,0,招待,,to receive (guests),,,zhāo dài
vocab,,0,着凉,,to catch cold,,,zháo liáng
vocab,,0,照常,,(business etc) as usual,,,zhào cháng
vocab,,0,召开,,to convene (a conference or meeting),,,zhào kāi
vocab,,0,哲学,,philosophy,,,zhé xué
vocab,,0,真理,,truth,,,zhēn lǐ
vocab,,0,真实,,true,,,zhēn shí
vocab,,0,针对,,to be directed against,,,zhēn duì
vocab,,0,珍惜,,to treasure,,,zhēn xī
vocab,,0,诊断,,diagnosis,,,zhěn duàn
vocab,,0,枕头,,pillow,,,zhěn tou
vocab,,0,阵,,disposition of troops,,,zhèn
vocab,,0,振动,,vibration,,,zhèn dòng
vocab,,0,睁,,to open (one's eyes),,,zhēng
vocab,,0,争论,,to argue,,,zhēng lùn
vocab,,0,争取,,to fight for,,,zhēng qǔ
vocab,,0,征求,,to solicit,,,zhēng qiú
vocab,,0,整个,,whole,,,zhěng gè
vocab,,0,整体,,whole entity,,,zhěng tǐ
vocab,,0,正,,just (right),,,zhèng
vocab,,0,政策,,policy,,,zhèng cè
vocab,,0,政府,,government,,,zhèng fǔ
vocab,,0,政治,,politics,,,zhèng zhì
vocab,,0,证件,,paperwork,,,zhèng jiàn
vocab,,0,证据,,evidence,,,zhèng jù
vocab,,0,挣钱,,to make money,,,zhèng qián
vocab,,0,支,,to support,,,zhī
vocab,,0,支票,,check (bank),,,zhī piào
vocab,,0,直,,straight,,,zhí
vocab,,0,执行,,to implement,,,zhí xíng
vocab,,0,执照,,a license,,,zhí zhào
vocab,,0,指导,,to guide,,,zhǐ dǎo
vocab,,0,指挥,,to conduct,,,zhǐ huī
vocab,,0,制定,,to draw up,,,zhì dìng
vocab,,0,制度,,system (e.g. political,,,zhì dù
vocab,,0,制作,,to make,,,zhì zuò
vocab,,0,智慧,,wisdom,,,zhì huì
vocab,,0,至今,,so far,,,zhì jīn
vocab,,0,至于,,as for,,,zhì yú
vocab,,0,治疗,,to treat,,,zhì liáo
vocab,,0,志愿者,,volunteer,,,zhì yuàn zhě
vocab,,0,秩序,,order (orderly),,,zhì xù
vocab,,0,钟,,clock,,,zhōng
vocab,,0,中介,,to act as intermediary,,,zhōng jiè
vocab,,0,中心,,center,,,zhōng xīn
vocab,,0,中旬,,middle third of a month,,,zhōng xún
vocab,,0,重,,heavy,,,zhòng
vocab,,0,重量,,weight,,,zhòng liàng
vocab,,0,周到,,thoughtful,,,zhōu dao
vocab,,0,逐步,,progressively,,,zhú bù
vocab,,0,竹子,,bamboo,,,zhú zi
vocab,,0,煮,,to cook,,,zhǔ
vocab,,0,主持,,to take charge of,,,zhǔ chí
vocab,,0,主观,,subjective,,,zhǔ guān
vocab,,0,主人,,master,,,zhǔ rén
vocab,,0,主席,,chairperson,,,zhǔ xí
vocab,,0,主张,,to advocate,,,zhǔ zhāng
vocab,,0,嘱咐,,to tell,,,zhǔ fù
vocab,,0,祝福,,blessings,,,zhù fú
vocab,,0,注册,,to register,,,zhù cè
vocab,,0,抓紧,,to grasp firmly,,,zhuā jǐn
vocab,,0,专家,,expert,,,zhuān jiā
vocab,,0,专心,,to concentrate,,,zhuān xīn
vocab,,0,转变,,to change,,,zhuǎn biàn
vocab,,0,转告,,to pass on,,,zhuǎn gào
vocab,,0,装,,adornment,,,zhuāng
vocab,,0,装饰,,to decorate,,,zhuāng shì
vocab,,0,状况,,condition,,,zhuàng kuàng
vocab,,0,状态,,state of affairs,,,zhuàng tài
vocab,,0,追求,,to pursue (a goal etc) stubbornly,,,zhuī qiú
vocab,,0,资格,,qualifications,,,zī gé
vocab,,0,资金,,funds,,,zī jīn
vocab,,0,资料,,material,,,zī liào
vocab,,0,资源,,natural resource (such as water or minerals),,,zī yuán
vocab,,0,姿势,,posture,,,zī shì
vocab,,0,咨询,,to consult,,,zī xún
vocab,,0,紫,,purple,,,zǐ
vocab,,0,字幕,,caption,,,zì mù
vocab,,0,自从,,since (a time),,,zì cóng
vocab,,0,自动,,automatic,,,zì dòng
vocab,,0,自豪,,(feel a sense of) pride,,,zì háo
vocab,,0,自觉,,conscious,,,zì jué
vocab,,0,自私,,selfish,,,zì sī
vocab,,0,自信,,to have confidence in oneself,,,zì xìn
vocab,,0,自由,,freedom,,,zì yóu
vocab,,0,自愿,,voluntary,,,zì yuàn
vocab,,0,综合,,comprehensive,,,zōng hé
vocab,,0,宗教,,religion,,,zōng jiào
vocab,,0,总裁,,chairman,,,zǒng cái
vocab,,0,总共,,altogether,,,zǒng gòng
vocab,,0,总理,,premier,,,zǒng lǐ
vocab,,0,总算,,at long last,,,zǒng suàn
vocab,,0,总统,,president (of a country),,,zǒng tǒng
vocab,,0,总之,,in a word,,,zǒng zhī
vocab,,0,组合,,to assemble,,,zǔ hé
vocab,,0,阻止,,to prevent,,,zǔ zhǐ
vocab,,0,祖国,,ancestral land CL:個|个[gè],,,zǔ guó
vocab,,0,祖先,,ancestor,,,zǔ xiān
vocab,,0,醉,,intoxicated,,,zuì
vocab,,0,最初,,first,,,zuì chū
vocab,,0,罪犯,,criminal,,,zuì fàn
vocab,,0,尊敬,,respect,,,zūn jìng
vocab,,0,遵守,,to comply with,,,zūn shǒu
vocab,,0,作品,,work (of art),,,zuò pǐn
vocab,,0,作为,,one's conduct,,,zuò wéi
vocab,,0,作文,,to write an essay,,,zuò wén
