Topic (Required),Topic Description (Optional),"Topic Type (Optional: 0=vocab,1=grammar,2=phrases,3=script,4=misc)",Native Text (Required),Native Context Line (Optional),Translation Text (Required),Translation Context Line (Optional),Translation Hint (Optional),Pronunciation Override (Optional)
vocab,,0,开支,,expenditures,,,kāi zhī
vocab,,0,刊登,,to carry a story,,,kān dēng
vocab,,0,刊物,,publication,,,kān wù
vocab,,0,勘探,,exploration,,,kān tàn
vocab,,0,看待,,to look upon,,,kàn dài
vocab,,0,看望,,to visit,,,kàn wàng
vocab,,0,慷慨,,vehement,,,kāng kǎi
vocab,,0,扛,,to carry on one's shoulder,,,káng
vocab,,0,考察,,to inspect,,,kǎo chá
vocab,,0,考古,,archaeology,,,kǎo gǔ
vocab,,0,考核,,to examine,,,kǎo hé
vocab,,0,考验,,to test,,,kǎo yàn
vocab,,0,靠拢,,to draw close to,,,kào lǒng
vocab,,0,磕,,to tap,,,kē
vocab,,0,颗粒,,kernel,,,kē lì
vocab,,0,科目,,subject,,,kē mù
vocab,,0,渴望,,to thirst for,,,kě wàng
vocab,,0,可观,,considerable,,,kě guān
vocab,,0,可口,,tasty,,,kě kǒu
vocab,,0,可恶,,repulsive,,,kě wù
vocab,,0,可笑,,funny,,,kě xiào
vocab,,0,可行,,feasible,,,kě xíng
vocab,,0,刻不容缓,,to brook no delay,,,kè bù róng huǎn
vocab,,0,课题,,task,,,kè tí
vocab,,0,客户,,client,,,kè hù
vocab,,0,啃,,to gnaw,,,kěn
vocab,,0,恳切,,earnest,,,kěn qiè
vocab,,0,坑,,hole,,,kēng
vocab,,0,空洞,,cavity,,,kōng dòng
vocab,,0,空前绝后,,unprecedented and never to be duplicated,,,kōng qián jué hòu
vocab,,0,空想,,daydream,,,kōng xiǎng
vocab,,0,空虚,,hollow,,,kōng xū
vocab,,0,孔,,hole,,,kǒng
vocab,,0,恐吓,,to threaten,,,kǒng hè
vocab,,0,恐惧,,fear,,,kǒng jù
vocab,,0,空白,,blank space,,,kòng bái
vocab,,0,空隙,,crack,,,kòng xì
vocab,,0,口气,,tone of voice,,,kǒu qì
vocab,,0,口腔,,oral cavity,,,kǒu qiāng
vocab,,0,口头,,oral,,,kǒu tóu
vocab,,0,口音,,oral speech sounds (linguistics),,,kǒu yīn
vocab,,0,枯竭,,used up,,,kū jié
vocab,,0,枯燥,,dry and dull,,,kū zào
vocab,,0,苦尽甘来,,bitterness finishes,,,kǔ jìn gān lái
vocab,,0,挎,,to carry (esp. slung over the arm,,,kuà
vocab,,0,跨,,to step across,,,kuà
vocab,,0,快活,,happy,,,kuài huo
vocab,,0,宽敞,,spacious,,,kuān chang
vocab,,0,款待,,to entertain,,,kuǎn dài
vocab,,0,款式,,pattern,,,kuǎn shì
vocab,,0,筐,,basket,,,kuāng
vocab,,0,旷课,,to play truant,,,kuàng kè
vocab,,0,框架,,frame,,,kuàng jià
vocab,,0,况且,,moreover,,,kuàng qiě
vocab,,0,亏待,,to treat sb unfairly,,,kuī dài
vocab,,0,亏损,,deficit,,,kuī sǔn
vocab,,0,昆虫,,insect,,,kūn chóng
vocab,,0,捆绑,,to bind,,,kǔn bǎng
vocab,,0,扩充,,to expand,,,kuò chōng
vocab,,0,扩散,,to spread,,,kuò sàn
vocab,,0,扩张,,expansion,,,kuò zhāng
vocab,,0,喇叭,,horn (automobile etc),,,lǎ ba
vocab,,0,啦,,sentence-final particle,,,la
vocab,,0,来历,,history,,,lái lì
vocab,,0,来源,,source (of information etc),,,lái yuán
vocab,,0,栏目,,regular column or segment (in a publication or broadcast program),,,lán mù
vocab,,0,懒惰,,idle,,,lǎn duò
vocab,,0,狼狈,,in a difficult situation,,,láng bèi
vocab,,0,朗读,,read aloud,,,lǎng dú
vocab,,0,捞,,to fish up,,,lāo
vocab,,0,唠叨,,to prattle,,,láo dao
vocab,,0,牢固,,firm,,,láo gù
vocab,,0,牢骚,,discontent,,,láo sāo
vocab,,0,乐趣,,delight,,,lè qù
vocab,,0,乐意,,to be willing to do sth,,,lè yì
vocab,,0,雷达,,radar (loanword),,,léi dá
vocab,,0,类似,,similar,,,lèi sì
vocab,,0,冷淡,,cold,,,lěng dàn
vocab,,0,冷酷,,grim,,,lěng kù
vocab,,0,冷却,,to cool off,,,lěng què
vocab,,0,愣,,to look distracted,,,lèng
vocab,,0,黎明,,dawn,,,lí míng
vocab,,0,里程碑,,milestone,,,lǐ chéng bēi
vocab,,0,礼节,,etiquette,,,lǐ jié
vocab,,0,理睬,,to heed,,,lǐ cǎi
vocab,,0,理所当然,,as it should be by rights (idiom); proper and to be expected as a matter of course,,,lǐ suǒ dāng rán
vocab,,0,理直气壮,,in the right and self-confident (idiom); bold and confident with justice on one's side,,,lǐ zhí qì zhuàng
vocab,,0,理智,,reason,,,lǐ zhì
vocab,,0,立场,,position,,,lì chǎng
vocab,,0,立交桥,,overpass,,,lì jiāo qiáo
vocab,,0,立体,,three-dimensional,,,lì tǐ
vocab,,0,立足,,to stand,,,lì zú
vocab,,0,历代,,successive generations,,,lì dài
vocab,,0,历来,,always,,,lì lái
vocab,,0,利害,,pros and cons,,,lì hài
vocab,,0,利率,,interest rates,,,lì lǜ
vocab,,0,力所能及,,as far as one's capabilities extend (idiom); to the best of one's ability,,,lì suǒ néng jí
vocab,,0,力图,,to try hard to,,,lì tú
vocab,,0,力争,,to work hard for,,,lì zhēng
vocab,,0,例外,,(make an) exception,,,lì wài
vocab,,0,连年,,successive years,,,lián nián
vocab,,0,连锁,,to interlock,,,lián suǒ
vocab,,0,连同,,together with,,,lián tóng
vocab,,0,联欢,,have a get-together,,,lián huān
vocab,,0,联络,,communication,,,lián luò
vocab,,0,联盟,,alliance,,,lián méng
vocab,,0,联想,,to associate (cognitively),,,lián xiǎng
vocab,,0,廉洁,,honest,,,lián jié
vocab,,0,良心,,conscience,,,liáng xīn
vocab,,0,晾,,to dry in the air,,,liàng
vocab,,0,谅解,,to understand,,,liàng jiě
vocab,,0,辽阔,,vast,,,liáo kuò
vocab,,0,列举,,a list,,,liè jǔ
vocab,,0,淋,,to drain,,,lín
vocab,,0,临床,,clinical,,,lín chuáng
vocab,,0,吝啬,,stingy,,,lìn sè
vocab,,0,零星,,fragmentary,,,líng xīng
vocab,,0,凌晨,,very early in the morning,,,líng chén
vocab,,0,灵感,,inspiration,,,líng gǎn
vocab,,0,灵魂,,soul,,,líng hún
vocab,,0,灵敏,,smart,,,líng mǐn
vocab,,0,伶俐,,clever,,,líng lì
vocab,,0,领会,,to understand,,,lǐng huì
vocab,,0,领事馆,,consulate,,,lǐng shì guǎn
vocab,,0,领土,,territory,,,lǐng tǔ
vocab,,0,领悟,,to understand,,,lǐng wù
vocab,,0,领先,,to lead,,,lǐng xiān
vocab,,0,领袖,,leader,,,lǐng xiù
vocab,,0,溜,,to slip away,,,liū
vocab,,0,留恋,,reluctant to leave,,,liú liàn
vocab,,0,留念,,to keep as a souvenir,,,liú niàn
vocab,,0,留神,,to take care,,,liú shén
vocab,,0,流浪,,to drift about,,,liú làng
vocab,,0,流露,,to express,,,liú lù
vocab,,0,流氓,,rogue,,,liú máng
vocab,,0,流通,,to circulate,,,liú tōng
vocab,,0,聋哑,,deaf and dumb,,,lóng yǎ
vocab,,0,隆重,,grand,,,lóng zhòng
vocab,,0,垄断,,to enjoy market dominance,,,lǒng duàn
vocab,,0,笼罩,,to envelop,,,lǒng zhào
vocab,,0,搂,,to hug,,,lǒu
vocab,,0,炉灶,,stove,,,lú zào
vocab,,0,轮船,,steamship,,,lún chuán
vocab,,0,轮廓,,an outline,,,lún kuò
vocab,,0,轮胎,,tire,,,lún tāi
vocab,,0,论坛,,forum (for discussion),,,lùn tán
vocab,,0,论证,,to prove a point,,,lùn zhèng
vocab,,0,啰唆,,see 囉嗦|啰嗦[luō suo],,,luō suō
vocab,,0,螺丝钉,,screw,,,luó sī dīng
vocab,,0,落成,,to complete a construction project,,,luò chéng
vocab,,0,落实,,practical,,,luò shí
vocab,,0,络绎不绝,,continuously; in an endless stream (idiom),,,luò yì bù jué
vocab,,0,屡次,,repeatedly,,,lǚ cì
vocab,,0,履行,,to fulfill (one's obligations),,,lǚ xíng
vocab,,0,掠夺,,to plunder,,,lvè duó
vocab,,0,略微,,a little bit,,,lvè wēi
vocab,,0,麻痹,,paralysis,,,má bì
vocab,,0,麻木,,numb,,,má mù
vocab,,0,麻醉,,anesthesia,,,má zuì
vocab,,0,码头,,dock,,,mǎ tóu
vocab,,0,嘛,,modal particle indicating that sth is obvious,,,ma
vocab,,0,埋伏,,to ambush,,,mái fú
vocab,,0,埋没,,to engulf,,,mái mò
vocab,,0,埋葬,,to bury,,,mái zàng
vocab,,0,迈,,take a step,,,mài
vocab,,0,脉搏,,a pulse (both medical and figurative),,,mài bó
vocab,,0,埋怨,,to complain,,,mán yuàn
vocab,,0,慢性,,slow and patient,,,màn xìng
vocab,,0,漫长,,very long,,,màn cháng
vocab,,0,漫画,,caricature,,,màn huà
vocab,,0,蔓延,,to extend,,,màn yán
vocab,,0,忙碌,,busy,,,máng lù
vocab,,0,茫茫,,boundless,,,máng máng
vocab,,0,茫然,,blankly,,,máng rán
vocab,,0,盲目,,blind,,,máng mù
vocab,,0,冒充,,to feign,,,mào chōng
vocab,,0,茂盛,,lush,,,mào shèng
vocab,,0,枚,,classifier for coins,,,méi
vocab,,0,没辙,,(idiom) unable to solve; no way to escape a problem,,,méi zhé
vocab,,0,媒介,,media,,,méi jiè
vocab,,0,媒体,,media,,,méi tǐ
vocab,,0,美观,,pleasing to the eye,,,měi guān
vocab,,0,美满,,happy,,,měi mǎn
vocab,,0,美妙,,beautiful,,,měi miào
vocab,,0,门诊,,outpatient service,,,mén zhěn
vocab,,0,蒙,,to cover,,,méng
vocab,,0,萌芽,,sprout,,,méng yá
vocab,,0,猛烈,,fierce,,,měng liè
vocab,,0,梦想,,(figuratively) to dream of,,,mèng xiǎng
vocab,,0,眯,,to narrow one's eyes,,,mī
vocab,,0,弥补,,to complement,,,mí bǔ
vocab,,0,弥漫,,variant of 彌漫|弥漫[mí màn],,,mí màn
vocab,,0,迷惑,,to puzzle,,,mí huo
vocab,,0,迷人,,fascinating,,,mí rén
vocab,,0,迷失,,lost,,,mí shī
vocab,,0,迷信,,superstition,,,mí xìn
vocab,,0,密度,,density,,,mì dù
vocab,,0,密封,,to seal up,,,mì fēng
vocab,,0,免得,,so as not to,,,miǎn de
vocab,,0,免疫,,immunity (to disease),,,miǎn yì
vocab,,0,勉励,,to encourage,,,miǎn lì
vocab,,0,勉强,,to do with difficulty,,,miǎn qiǎng
vocab,,0,面貌,,appearance,,,miàn mào
vocab,,0,面子,,outer surface,,,miàn zi
vocab,,0,描绘,,to describe,,,miáo huì
vocab,,0,渺小,,minute,,,miǎo xiǎo
vocab,,0,蔑视,,to loathe,,,miè shì
vocab,,0,灭亡,,to be destroyed,,,miè wáng
vocab,,0,民间,,among the people,,,mín jiān
vocab,,0,民用,,(for) civilian use,,,mín yòng
vocab,,0,敏感,,sensitive,,,mǐn gǎn
vocab,,0,敏捷,,nimble,,,mǐn jié
vocab,,0,敏锐,,keen,,,mǐn ruì
vocab,,0,明明,,obviously,,,míng míng
vocab,,0,名次,,position in a ranking of names,,,míng cì
vocab,,0,名额,,quota,,,míng é
vocab,,0,名副其实,,not just in name only,,,míng fù qí shí
vocab,,0,名誉,,fame,,,míng yù
vocab,,0,命名,,to give a name to,,,mìng míng
vocab,,0,摸索,,to feel about,,,mō suo
vocab,,0,膜,,membrane,,,mó
vocab,,0,摩擦,,friction,,,mó cā
vocab,,0,磨合,,to break in,,,mó hé
vocab,,0,模范,,model,,,mó fàn
vocab,,0,模式,,mode,,,mó shì
vocab,,0,模型,,model,,,mó xíng
vocab,,0,魔鬼,,devil,,,mó guǐ
vocab,,0,魔术,,magic,,,mó shù
vocab,,0,抹杀,,to erase,,,mǒ shā
vocab,,0,莫名其妙,,unfathomable mystery (idiom); subtle and ineffable,,,mò míng qí miào
vocab,,0,默默,,in silence,,,mò mò
vocab,,0,墨水儿,,erhua variant of 墨水,,,mò shuǐ r
vocab,,0,谋求,,to seek,,,móu qiú
vocab,,0,模样,,look,,,mú yàng
vocab,,0,母语,,native language,,,mǔ yǔ
vocab,,0,目睹,,to witness,,,mù dǔ
vocab,,0,目光,,sight,,,mù guāng
vocab,,0,沐浴,,to take a bath,,,mù yù
vocab,,0,拿手,,expert in,,,ná shǒu
vocab,,0,纳闷儿,,puzzled,,,nà mèn r
vocab,,0,耐用,,durable,,,nài yòng
vocab,,0,难得,,seldom,,,nán dé
vocab,,0,难堪,,hard to take,,,nán kān
vocab,,0,难免,,hard to avoid,,,nán miǎn
vocab,,0,难能可贵,,rare and precious,,,nán néng kě guì
vocab,,0,恼火,,to get angry,,,nǎo huǒ
vocab,,0,内涵,,meaning,,,nèi hán
vocab,,0,内幕,,inside story,,,nèi mù
vocab,,0,内在,,intrinsic,,,nèi zài
vocab,,0,能量,,energy,,,néng liàng
vocab,,0,嗯,,interjection indicating approval,,,en
vocab,,0,拟定,,to draw up,,,nǐ dìng
vocab,,0,年度,,year (e.g. school year,,,nián dù
vocab,,0,捏,,to pinch (with one's fingers),,,niē
vocab,,0,拧,,to pinch,,,níng
vocab,,0,凝固,,to freeze,,,níng gù
vocab,,0,凝聚,,to condense,,,níng jù
vocab,,0,凝视,,to gaze at,,,níng shì
vocab,,0,宁肯,,would rather...,,,nìng kěn
vocab,,0,宁愿,,would rather,,,nìng yuàn
vocab,,0,纽扣儿,,Buttons children,,,niǔ kòu ér
vocab,,0,扭转,,to reverse,,,niǔ zhuǎn
vocab,,0,浓厚,,dense,,,nóng hòu
vocab,,0,农历,,the traditional Chinese calendar,,,nóng lì
vocab,,0,奴隶,,slave,,,nú lì
vocab,,0,挪,,to shift,,,nuó
vocab,,0,虐待,,to mistreat,,,nvè dài
vocab,,0,哦,,oh (interjection indicating that one has just learned sth),,,ò
vocab,,0,殴打,,to beat up,,,ōu dǎ
vocab,,0,欧洲,,Europe,,,Oū zhōu
vocab,,0,呕吐,,to vomit,,,ǒu tù
vocab,,0,趴,,to lie on one's stomach,,,pā
vocab,,0,排斥,,to reject,,,pái chì
vocab,,0,排除,,to eliminate,,,pái chú
vocab,,0,排放,,emission,,,pái fàng
vocab,,0,徘徊,,to dither,,,pái huái
vocab,,0,派别,,denomination,,,pài bié
vocab,,0,派遣,,to send (on a mission),,,pài qiǎn
vocab,,0,攀登,,to climb,,,pān dēng
vocab,,0,盘旋,,to spiral,,,pán xuán
vocab,,0,畔,,bank,,,pàn
vocab,,0,判决,,judgment (by a court of law),,,pàn jué
vocab,,0,庞大,,huge,,,páng dà
vocab,,0,抛弃,,to abandon,,,pāo qì
vocab,,0,泡沫,,foam,,,pào mò
vocab,,0,培训,,to cultivate,,,péi xùn
vocab,,0,培育,,to train,,,péi yù
vocab,,0,配备,,to allocate,,,pèi bèi
vocab,,0,配偶,,consort,,,pèi ǒu
vocab,,0,配套,,to form a complete set,,,pèi tào
vocab,,0,盆地,,basin (low-lying geographical feature),,,pén dì
vocab,,0,烹饪,,cooking,,,pēng rèn
vocab,,0,捧,,to clasp,,,pěng
vocab,,0,劈,,to hack,,,pī
vocab,,0,批发,,wholesale,,,pī fā
vocab,,0,批判,,to criticize,,,pī pàn
vocab,,0,疲惫,,beaten,,,pí bèi
vocab,,0,疲倦,,to tire,,,pí juàn
vocab,,0,皮革,,leather,,,pí gé
vocab,,0,屁股,,buttocks,,,pì gu
vocab,,0,譬如,,for example,,,pì rú
vocab,,0,偏差,,bias,,,piān chā
vocab,,0,偏见,,prejudice,,,piān jiàn
vocab,,0,偏僻,,remote,,,piān pì
vocab,,0,偏偏,,sth turns out just the opposite of what one would expect,,,piān piān
vocab,,0,片断,,section,,,piàn duàn
vocab,,0,片刻,,short period of time,,,piàn kè
vocab,,0,飘扬,,to wave,,,piāo yáng
vocab,,0,漂浮,,to float,,,piāo fú
vocab,,0,拼搏,,to struggle,,,pīn bó
vocab,,0,拼命,,to do one's utmost,,,pīn mìng
vocab,,0,频繁,,frequently,,,pín fán
vocab,,0,频率,,frequency,,,pín lǜ
vocab,,0,贫乏,,lack,,,pín fá
vocab,,0,贫困,,impoverished,,,pín kùn
vocab,,0,品尝,,to taste a small amount,,,pǐn cháng
vocab,,0,品德,,moral character,,,pǐn dé
vocab,,0,品行,,behavior,,,pǐn xíng
vocab,,0,品质,,quality,,,pǐn zhì
vocab,,0,平凡,,commonplace,,,píng fán
vocab,,0,平面,,plane (flat surface),,,píng miàn
vocab,,0,平坦,,level,,,píng tǎn
vocab,,0,平行,,parallel,,,píng xíng
vocab,,0,平原,,field,,,píng yuán
vocab,,0,评估,,to evaluate,,,píng gū
vocab,,0,评论,,to comment on,,,píng lùn
vocab,,0,屏障,,protective screen,,,píng zhàng
vocab,,0,坡,,slope,,,pō
vocab,,0,泼,,to splash,,,pō
vocab,,0,颇,,rather,,,pō
vocab,,0,破例,,to make an exception,,,pò lì
vocab,,0,迫不及待,,impatient (idiom); in a hurry,,,pò bù jí dài
vocab,,0,迫害,,to persecute,,,pò hài
vocab,,0,魄力,,courage,,,pò lì
vocab,,0,扑,,to throw oneself at,,,pū
vocab,,0,铺,,to spread,,,pū
vocab,,0,普及,,popular,,,pǔ jí
vocab,,0,朴实,,plain,,,pǔ shí
vocab,,0,瀑布,,waterfall,,,pù bù
vocab,,0,期望,,to have expectations,,,qī wàng
vocab,,0,期限,,time limit,,,qī xiàn
vocab,,0,欺负,,to bully,,,qī fu
vocab,,0,欺骗,,to deceive,,,qī piàn
vocab,,0,凄凉,,desolate,,,qī liáng
vocab,,0,奇妙,,fantastic,,,qí miào
vocab,,0,旗袍,,Chinese-style dress,,,qí páo
vocab,,0,旗帜,,ensign,,,qí zhì
vocab,,0,齐全,,complete,,,qí quán
vocab,,0,齐心协力,,to work with a common purpose (idiom); to make concerted efforts,,,qí xīn xié lì
vocab,,0,歧视,,to discriminate against,,,qí shì
vocab,,0,起草,,draft (a bill),,,qǐ cǎo
vocab,,0,起初,,originally,,,qǐ chū
vocab,,0,起伏,,to move up and down,,,qǐ fú
vocab,,0,起哄,,to heckle,,,qǐ hòng
vocab,,0,起码,,at the minimum,,,qǐ mǎ
vocab,,0,起义,,uprising,,,qǐ yì
vocab,,0,起源,,origin,,,qǐ yuán
vocab,,0,启程,,to set out on a journey,,,qǐ chéng
vocab,,0,启示,,enlightenment,,,qǐ shì
vocab,,0,启事,,announcement (written,,,qǐ shì
vocab,,0,乞丐,,beggar,,,qǐ gài
vocab,,0,岂有此理,,how can this be so? (idiom); preposterous,,,qǐ yǒu cǐ lǐ
vocab,,0,器材,,equipment,,,qì cái
vocab,,0,器官,,organ (part of body tissue),,,qì guān
vocab,,0,气概,,lofty quality,,,qì gài
vocab,,0,气功,,qigong,,,qì gōng
vocab,,0,气魄,,spirit,,,qì pò
vocab,,0,气色,,complexion,,,qì sè
vocab,,0,气势,,imposing manner,,,qì shì
vocab,,0,气味,,odor,,,qì wèi
vocab,,0,气象,,meteorological feature,,,qì xiàng
vocab,,0,气压,,atmospheric pressure,,,qì yā
vocab,,0,迄今为止,,so far,,,qì jīn wéi zhǐ
vocab,,0,掐,,to pick (flowers),,,qiā
vocab,,0,恰当,,appropriate,,,qià dàng
vocab,,0,恰到好处,,it's just perfect,,,qià dào hǎo chù
vocab,,0,恰巧,,fortunately,,,qià qiǎo
vocab,,0,洽谈,,to discuss,,,qià tán
vocab,,0,牵扯,,to involve,,,qiān chě
vocab,,0,牵制,,to control,,,qiān zhì
vocab,,0,千方百计,,lit. thousand ways,,,qiān fāng bǎi jì
vocab,,0,签订,,to agree to and sign (a treaty etc),,,qiān dìng
vocab,,0,签署,,to sign (an agreement),,,qiān shǔ
vocab,,0,迁就,,to yield,,,qiān jiù
vocab,,0,迁徙,,to migrate,,,qiān xǐ
vocab,,0,谦逊,,humble,,,qiān xùn
vocab,,0,前景,,foreground,,,qián jǐng
vocab,,0,前提,,premise,,,qián tí
vocab,,0,潜力,,potential,,,qián lì
vocab,,0,潜水,,to dive,,,qián shuǐ
vocab,,0,潜移默化,,imperceptible influence,,,qián yí mò huà
vocab,,0,谴责,,to denounce,,,qiǎn zé
vocab,,0,强制,,to enforce,,,qiáng zhì
vocab,,0,抢劫,,to rob,,,qiǎng jié
vocab,,0,抢救,,rescue,,,qiǎng jiù
vocab,,0,强迫,,to compel,,,qiǎng pò
vocab,,0,桥梁,,bridge,,,qiáo liáng
vocab,,0,翘,,to stick up,,,qiào
vocab,,0,锲而不舍,,to chip away at a task and not abandon it (idiom); to chisel away at sth,,,qiè ér bù shě
vocab,,0,切实,,feasible,,,qiè shí
vocab,,0,亲热,,affectionate,,,qīn rè
vocab,,0,亲身,,personal,,,qīn shēn
vocab,,0,侵犯,,to infringe on,,,qīn fàn
vocab,,0,钦佩,,to admire,,,qīn pèi
vocab,,0,勤俭,,hardworking and frugal,,,qín jiǎn
vocab,,0,勤恳,,diligent and attentive,,,qín kěn
vocab,,0,氢,,hydrogen (chemistry),,,qīng
vocab,,0,轻而易举,,easy,,,qīng ér yì jǔ
vocab,,0,清澈,,clear,,,qīng chè
vocab,,0,清晨,,early morning,,,qīng chén
vocab,,0,清除,,to eliminate,,,qīng chú
vocab,,0,清洁,,clean,,,qīng jié
vocab,,0,清理,,to clear up,,,qīng lǐ
vocab,,0,清晰,,clear,,,qīng xī
vocab,,0,清醒,,clear-headed,,,qīng xǐng
vocab,,0,清真,,Islamic,,,qīng zhēn
vocab,,0,倾听,,to listen attentively,,,qīng tīng
vocab,,0,倾向,,trend,,,qīng xiàng
vocab,,0,倾斜,,to incline,,,qīng xié
vocab,,0,晴朗,,sunny and cloudless,,,qíng lǎng
vocab,,0,情报,,(spy) intelligence,,,qíng bào
vocab,,0,情节,,plot,,,qíng jié
vocab,,0,情理,,reason,,,qíng lǐ
vocab,,0,情形,,circumstances,,,qíng xing
vocab,,0,请柬,,invitation card,,,qǐng jiǎn
vocab,,0,请教,,to ask for guidance,,,qǐng jiào
vocab,,0,请示,,to ask for instructions,,,qǐng shì
vocab,,0,请帖,,invitation card,,,qǐng tiě
vocab,,0,丘陵,,hills,,,qiū líng
vocab,,0,区分,,to differentiate,,,qū fēn
vocab,,0,区域,,area,,,qū yù
vocab,,0,屈服,,to surrender,,,qū fú
vocab,,0,曲折,,complicated,,,qū zhé
vocab,,0,驱逐,,to expel,,,qū zhú
vocab,,0,渠道,,irrigation ditch,,,qú dào
vocab,,0,取缔,,to ban,,,qǔ dì
vocab,,0,曲子,,poem for singing,,,qǔ zi
vocab,,0,趣味,,fun,,,qù wèi
vocab,,0,圈套,,trap,,,quān tào
vocab,,0,全局,,overall situation,,,quán jú
vocab,,0,全力以赴,,to do at all costs,,,quán lì yǐ fù
vocab,,0,权衡,,to weigh,,,quán héng
vocab,,0,权威,,authority,,,quán wēi
vocab,,0,权益,,rights and benefits,,,quán yì
vocab,,0,拳头,,fist,,,quán tou
vocab,,0,犬,,dog,,,quǎn
vocab,,0,缺口,,nick,,,quē kǒu
vocab,,0,缺席,,absence,,,quē xí
vocab,,0,缺陷,,defect,,,quē xiàn
vocab,,0,瘸,,lame,,,qué
vocab,,0,确保,,to ensure,,,què bǎo
vocab,,0,确立,,to establish,,,què lì
vocab,,0,确切,,definite,,,què qiè
vocab,,0,确信,,to be convinced,,,què xìn
vocab,,0,群众,,mass,,,qún zhòng
vocab,,0,染,,to dye,,,rǎn
vocab,,0,让步,,to concede,,,ràng bù
vocab,,0,饶恕,,to forgive,,,ráo shù
vocab,,0,扰乱,,to disturb,,,rǎo luàn
vocab,,0,惹祸,,stirring up trouble,,,rě huò
vocab,,0,热泪盈眶,,eyes brimming with tears of excitement (idiom),,,rè lèi yíng kuàng
vocab,,0,热门,,popular,,,rè mén
vocab,,0,人道,,human sympathy,,,rén dào
vocab,,0,人格,,personality,,,rén gé
vocab,,0,人工,,artificial,,,rén gōng
vocab,,0,人家,,other people,,,rén jia
vocab,,0,人间,,the human world,,,rén jiān
vocab,,0,人士,,person,,,rén shì
vocab,,0,人为,,artificial,,,rén wéi
vocab,,0,人性,,human nature,,,rén xìng
vocab,,0,人质,,hostage,,,rén zhì
vocab,,0,仁慈,,benevolent,,,rén cí
vocab,,0,忍耐,,to show restraint,,,rěn nài
vocab,,0,忍受,,to bear,,,rěn shòu
vocab,,0,认定,,to maintain (that sth is true),,,rèn dìng
vocab,,0,认可,,to approve,,,rèn kě
vocab,,0,任命,,to appoint and nominate,,,rèn mìng
vocab,,0,任性,,willful,,,rèn xìng
vocab,,0,任意,,arbitrary,,,rèn yì
vocab,,0,任重道远,,a heavy load and a long road,,,rèn zhòng dào yuǎn
vocab,,0,仍旧,,still (remaining),,,réng jiù
vocab,,0,日新月异,,daily renewal,,,rì xīn yuè yì
vocab,,0,日益,,day by day,,,rì yì
vocab,,0,融洽,,harmonious,,,róng qià
vocab,,0,溶解,,to dissolve,,,róng jiě
vocab,,0,容貌,,one's appearance,,,róng mào
vocab,,0,容纳,,to hold,,,róng nà
vocab,,0,容器,,receptacle,,,róng qì
vocab,,0,容忍,,to put up with,,,róng rěn
vocab,,0,揉,,to knead,,,róu
vocab,,0,柔和,,gentle,,,róu hé
vocab,,0,弱点,,weak point,,,ruò diǎn
vocab,,0,若干,,a certain number or amount,,,ruò gān
vocab,,0,撒谎,,to tell lies,,,sā huǎng
vocab,,0,腮,,cheek,,,sāi
vocab,,0,三角,,triangle,,,sān jiǎo
vocab,,0,散文,,prose,,,sǎn wén
vocab,,0,散布,,to disseminate,,,sàn bù
vocab,,0,散发,,to distribute,,,sàn fā
vocab,,0,丧失,,to lose,,,sàng shī
vocab,,0,嫂子,,(informal) older brother's wife,,,sǎo zi
vocab,,0,色彩,,tint,,,sè cǎi
vocab,,0,刹车,,to brake (when driving),,,shā chē
vocab,,0,啥,,dialectal equivalent of 什麼|什么[shén me],,,shá
vocab,,0,筛选,,to filter,,,shāi xuǎn
vocab,,0,山脉,,mountain range,,,shān mài
vocab,,0,闪烁,,flickering,,,shǎn shuò
vocab,,0,擅长,,to be good at,,,shàn cháng
vocab,,0,擅自,,without permission,,,shàn zì
vocab,,0,商标,,trademark,,,shāng biāo
vocab,,0,伤脑筋,,knotty,,,shāng nǎo jīn
vocab,,0,上级,,higher authorities,,,shàng jí
vocab,,0,上进心,,motivation,,,shàng jìn xīn
vocab,,0,上任,,to take office,,,shàng rèn
vocab,,0,上瘾,,to get into a habit,,,shàng yǐn
vocab,,0,上游,,upper reaches (of a river),,,shàng yóu
vocab,,0,捎,,to bring sth to sb,,,shāo
vocab,,0,梢,,tip of branch,,,shāo
vocab,,0,哨,,a whistle,,,shào
vocab,,0,奢侈,,luxurious,,,shē chǐ
vocab,,0,设立,,to set up,,,shè lì
vocab,,0,设想,,to imagine,,,shè xiǎng
vocab,,0,设置,,to set up,,,shè zhì
vocab,,0,社区,,community,,,shè qū
vocab,,0,涉及,,to involve,,,shè jí
vocab,,0,摄取,,absorb (nutrition),,,shè qǔ
vocab,,0,摄氏度,,degrees centigrade,,,shè shì dù
vocab,,0,深奥,,profound,,,shēn ào
vocab,,0,深沉,,deep,,,shēn chén
vocab,,0,深情厚谊,,deep friendship,,,shēn qíng hòu yì
vocab,,0,申报,,to report (to the authorities),,,shēn bào
vocab,,0,绅士,,gentleman,,,shēn shì
vocab,,0,呻吟,,to moan,,,shēn yín
vocab,,0,神奇,,magical,,,shén qí
vocab,,0,神气,,expression,,,shén qì
vocab,,0,神情,,look,,,shén qíng
vocab,,0,神色,,expression,,,shén sè
vocab,,0,神圣,,divine,,,shén shèng
vocab,,0,神态,,appearance,,,shén tài
vocab,,0,神仙,,Daoist immortal,,,shén xiān
vocab,,0,审查,,to examine,,,shěn chá
